_store,_product_websites,_attribute_set,_type,group_flavor,_category,sku,has_options,upc_code,name,bringg_user,image,small_image,thumbnail,gallery,url_key,url_path,page_layout,options_container,msrp_enabled,msrp_display_actual_price_type,image_label,small_image_label,thumbnail_label,brand,bedding_pattern,priceper,averageweight,price,unit,special_price,weight,msrp,gift_wrapping_price,status,is_recurring,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,manufacturer_info,cooking,freezing,special_from_date,special_to_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,country_of_manufacture,custom_design,gift_wrapping_available,gift_message_available,color,homeware_style,material,bed_bath_type,decor_type,home_decor_type
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0429,0,6810004172,FRENCH STYLE CALORIE-WISE,,,,,,french-style-calorie-wise,french-style-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,FRENCH STYLE CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0430,0,6810004173,ZESTY ITALIAN CALORIE-WISE,,,,,,zesty-italian-calorie-wise,zesty-italian-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ZESTY ITALIAN CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0431,0,6810004177,CREAMY CUCUMBER CALORIE-WISE,,,,,,creamy-cucumber-calorie-wise,creamy-cucumber-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CREAMY CUCUMBER CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0432,0,6810004457,SIGNATURE SUNDRIED TOMATO & OREGANO CALORIE-WISE,,,,,,signature-sundried-tomato-oregano-calorie-wise,signature-sundried-tomato-oregano-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SIGNATURE SUNDRIED TOMATO & OREGANO CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0433,0,6810004507,MIRACLE WHIP,,,,,,miracle-whip,miracle-whip.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.532,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MIRACLE WHIP,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0434,0,6810004520,MIRACLE WHIP,,,,,,miracle-whip,miracle-whip-1377.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MIRACLE WHIP,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0435,0,6810004524,MIRACLE WHIP,,,,,,miracle-whip,miracle-whip-1378.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,1.5,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MIRACLE WHIP,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0436,0,6810004540,MIRACLE WHIP CALORIE-WISE,,,,,,miracle-whip-calorie-wise,miracle-whip-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,1.5,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MIRACLE WHIP CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0437,0,6810004598,MIRACLE WHIP CALORIE WISE,,,,,,miracle-whip-calorie-wise,miracle-whip-calorie-wise-1378.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.532,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MIRACLE WHIP CALORIE WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0438,0,6810004606,THOUSAND ISLAND,,,,,,thousand-island,thousand-island-1354.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,THOUSAND ISLAND,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0439,0,6810004607,CATALINA,,,,,,catalina,catalina.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CATALINA,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0440,0,6810004608,FRENCH,,,,,,french,french.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,FRENCH,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0441,0,6810004609,ZESTY ITALIAN,,,,,,zesty-italian,zesty-italian-1357.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ZESTY ITALIAN,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0442,0,6810004614,CREAMY CAESAR,,,,,,creamy-caesar,creamy-caesar-1358.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CREAMY CAESAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0443,0,6810004615,RANCHER'S CHOICE,,,,,,rancher-s-choice,rancher-s-choice-1359.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RANCHER'S CHOICE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0444,0,6810004616,PEPPERCORN RANCH,,,,,,peppercorn-ranch,peppercorn-ranch.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PEPPERCORN RANCH,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0445,0,6810004632,RANCHER'S CHOICE CALORIE-WISE,,,,,,rancher-s-choice-calorie-wise,rancher-s-choice-calorie-wise-1361.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RANCHER'S CHOICE CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0446,0,6810004633,CREAMY CAESAR CALORIE-WISE,,,,,,creamy-caesar-calorie-wise,creamy-caesar-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CREAMY CAESAR CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0447,0,6810004634,THOUSAND ISLAND CALORIE-WISE,,,,,,thousand-island-calorie-wise,thousand-island-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,THOUSAND ISLAND CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0448,0,6810004635,ZESTY ITALIAN CALORIE-WISE,,,,,,zesty-italian-calorie-wise,zesty-italian-calorie-wise-1364.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ZESTY ITALIAN CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0449,0,6810004636,FRENCH STYLE CALORIE-WISE,,,,,,french-style-calorie-wise,french-style-calorie-wise-1365.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,FRENCH STYLE CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0450,0,6810004637,COLESLAW CALORIE-WISE,,,,,,coleslaw-calorie-wise,coleslaw-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,COLESLAW CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0451,0,6810004638,CATALINA CALORIE-WISE,,,,,,catalina-calorie-wise,catalina-calorie-wise-1367.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CATALINA CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0452,0,6810004639,CREAMY CUCUMBER CALORIE-WISE,,,,,,creamy-cucumber-calorie-wise,creamy-cucumber-calorie-wise-1368.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CREAMY CUCUMBER CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0453,0,6810004642,PEPPERCORN RANCH CALORIE-WISE,,,,,,peppercorn-ranch-calorie-wise,peppercorn-ranch-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PEPPERCORN RANCH CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0454,0,6810004711,ITALIAN FAT FREE,,,,,,italian-fat-free,italian-fat-free.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ITALIAN FAT FREE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0455,0,6810004712,CREAMY CAESAR FAT FREE,,,,,,creamy-caesar-fat-free,creamy-caesar-fat-free.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CREAMY CAESAR FAT FREE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0456,0,6810004713,RANCHER'S CHOICE FAT FREE,,,,,,rancher-s-choice-fat-free,rancher-s-choice-fat-free-1372.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RANCHER'S CHOICE FAT FREE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0457,0,6810004714,BACON RANCH,,,,,,bacon-ranch,bacon-ranch-1373.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,BACON RANCH,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0458,0,6810004715,RUSSIAN,,,,,,russian,russian.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RUSSIAN,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
