_store,_product_websites,_attribute_set,_type,group_flavor,_category,sku,has_options,upc_code,name,bringg_user,image,small_image,thumbnail,gallery,url_key,url_path,page_layout,options_container,msrp_enabled,msrp_display_actual_price_type,image_label,small_image_label,thumbnail_label,brand,bedding_pattern,priceper,averageweight,price,unit,special_price,weight,msrp,gift_wrapping_price,status,is_recurring,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,manufacturer_info,cooking,freezing,special_from_date,special_to_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,country_of_manufacture,custom_design,gift_wrapping_available,gift_message_available,color,homeware_style,material,bed_bath_type,decor_type,home_decor_type
,base,Grocery,simple,,FOOD,gro0459,0,6810004719,CAESAR WITH BACON,,,,,,caesar-with-bacon,caesar-with-bacon.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CAESAR WITH BACON,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0460,0,6810004746,SIGNATURE CREAMY POPPYSEED CALORIE-WISE,,,,,,signature-creamy-poppyseed-calorie-wise,signature-creamy-poppyseed-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SIGNATURE CREAMY POPPYSEED CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0461,0,6810004757,MIRACLE WHIP,,,,,,miracle-whip,miracle-whip-1379.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MIRACLE WHIP,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0462,0,6810004761,MIRACLE WHIP CALORIE-WISE,,,,,,miracle-whip-calorie-wise,miracle-whip-calorie-wise-1379.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MIRACLE WHIP CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0463,0,6810004764,MIRACLE WHIP FAT FREE,,,,,,miracle-whip-fat-free,miracle-whip-fat-free.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING,DRESSING,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MIRACLE WHIP FAT FREE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0464,0,6810004142,GOLDEN ITALIAN,,,,,,golden-italian,golden-italian.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,GOLDEN ITALIAN,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0465,0,6810004345,BALSAMIC,,,,,,balsamic,balsamic.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,BALSAMIC,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0466,0,6810004386,SIGNATURE BALSAMIC,,,,,,signature-balsamic,signature-balsamic.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SIGNATURE BALSAMIC,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0467,0,6810004413,SIGNATURE RASPBERRY VINAIGRETTE,,,,,,signature-raspberry-vinaigrette,signature-raspberry-vinaigrette.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SIGNATURE RASPBERRY VINAIGRETTE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0468,0,6810004686,SIGNATURE SWEET ONION VINAIGRETTE,,,,,,signature-sweet-onion-vinaigrette,signature-sweet-onion-vinaigrette.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SIGNATURE SWEET ONION VINAIGRETTE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0469,0,6810004721,SIGNATURE BALSAMIC CALORIE-WISE,,,,,,signature-balsamic-calorie-wise,signature-balsamic-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SIGNATURE BALSAMIC CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0470,0,6810004722,SIGNATURE GREEK W/FETA & OREGANO CALORIE-WISE,,,,,,signature-greek-w-feta-oregano-calorie-wise,signature-greek-w-feta-oregano-calorie-wise.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SIGNATURE GREEK W/FETA & OREGANO CALORIE-WISE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0471,0,6810004747,SIGNATURE MANDARIN ORANGE WITH SESAME,,,,,,signature-mandarin-orange-with-sesame,signature-mandarin-orange-with-sesame.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SIGNATURE MANDARIN ORANGE WITH SESAME,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0472,0,6810004778,SIGNATURE ASIAN SESAME,,,,,,signature-asian-sesame,signature-asian-sesame.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SIGNATURE ASIAN SESAME,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0473,0,6810004845,EXTRA VIRGIN OLIVE OIL FIG BALSAMIC,,,,,,extra-virgin-olive-oil-fig-balsamic,extra-virgin-olive-oil-fig-balsamic.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.414,,,1,No,4,2,DRESSING & MARINADE,DRESSING & MARINADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,EXTRA VIRGIN OLIVE OIL FIG BALSAMIC,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0474,0,6810005580,DOUBLE STRAWBERRY,,,,,,double-strawberry,double-strawberry.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.5,,,1,No,4,2,FRUIT SPREAD,FRUIT SPREAD,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,DOUBLE STRAWBERRY,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0475,0,6810005581,DOUBLE RASPBERRY,,,,,,double-raspberry,double-raspberry.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.5,,,1,No,4,2,FRUIT SPREAD,FRUIT SPREAD,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,DOUBLE RASPBERRY,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0476,0,6810005545,PURE BLUEBERRY,,,,,,pure-blueberry,pure-blueberry.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,JAM,JAM,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE BLUEBERRY,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0477,0,6810005552,PURE RED RASPBERRY,,,,,,pure-red-raspberry,pure-red-raspberry.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,JAM,JAM,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE RED RASPBERRY,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0478,0,6810005553,PURE STRAWBERRY,,,,,,pure-strawberry,pure-strawberry.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,JAM,JAM,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE STRAWBERRY,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0479,0,6810005557,PURE STRAWBERRY,,,,,,pure-strawberry,pure-strawberry-1398.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.5,,,1,No,4,2,JAM,JAM,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE STRAWBERRY,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0480,0,6810005558,PURE RED RASPBERRY,,,,,,pure-red-raspberry,pure-red-raspberry-1396.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.5,,,1,No,4,2,JAM,JAM,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE RED RASPBERRY,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0481,0,6810005559,PURE APRICOT,,,,,,pure-apricot,pure-apricot.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.5,,,1,No,4,2,JAM,JAM,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE APRICOT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0482,0,6810005417,PURE STRAWBERRY,,,,,,pure-strawberry,pure-strawberry-1399.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,JELLY,JELLY,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE STRAWBERRY,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0483,0,6618805628,ORANGE,,,,,,orange,orange-1402.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,MARMALADE,MARMALADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ORANGE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0484,0,6810005628,PURE ORANGE,,,,,,pure-orange,pure-orange.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,MARMALADE,MARMALADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE ORANGE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0485,0,6810005635,PURE 3-FRUIT,,,,,,pure-3-fruit,pure-3-fruit.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.5,,,1,No,4,2,MARMALADE,MARMALADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE 3-FRUIT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0486,0,6810005636,PURE ORANGE,,,,,,pure-orange,pure-orange-1402.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.5,,,1,No,4,2,MARMALADE,MARMALADE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PURE ORANGE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0487,0,6810004030,REAL MAYO,,,,,,real-mayo,real-mayo.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.25,,,1,No,4,2,MAYONNAISE,MAYONNAISE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,REAL MAYO,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0488,0,6810004627,REAL MAYO,,,,,,real-mayo,real-mayo-1423.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.532,,,1,No,4,2,MAYONNAISE,MAYONNAISE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,REAL MAYO,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0489,0,6810004753,REAL,,,,,,real,real.html,1 column,Product Info Column,Use config,Use config,,,,KRAFT,,,,35.55,,,0.475,,,1,No,4,2,MAYONNAISE,MAYONNAISE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,REAL,0,simple,,,,,,,,,,,,
